epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,961.753,1.09673,1.14108,1.25529,0.76146,0.56776,0.64243,0.3801,1.25766,1.1234,1.25942,0.000579697,0.000579697,0.000579697
21,1008.44,1.08135,1.1298,1.25341,0.78431,0.59422,0.66041,0.39724,1.2148,1.05624,1.22712,0.000572628,0.000572628,0.000572628
22,1056.08,1.06275,1.10477,1.24537,0.7591,0.58,0.65213,0.37941,1.27143,1.09471,1.26335,0.000565559,0.000565559,0.000565559
23,1103.98,1.06686,1.09376,1.24643,0.79102,0.57863,0.66341,0.3978,1.24099,1.06711,1.24952,0.000558491,0.000558491,0.000558491
24,1151.52,1.07219,1.08264,1.23963,0.77753,0.58474,0.66292,0.39246,1.25023,1.08325,1.2543,0.000551422,0.000551422,0.000551422
25,1198.79,1.05505,1.06751,1.23119,0.77117,0.61041,0.68205,0.41726,1.19189,0.99634,1.22101,0.000544354,0.000544354,0.000544354
26,1246.38,1.05679,1.06617,1.2328,0.77153,0.59624,0.67167,0.40968,1.2129,1.02881,1.22827,0.000537285,0.000537285,0.000537285
27,1293.63,1.04303,1.04199,1.22367,0.78215,0.59272,0.67102,0.4065,1.2011,1.04254,1.22119,0.000530216,0.000530216,0.000530216
28,1341.42,1.04309,1.04003,1.223,0.79668,0.60396,0.68002,0.41475,1.22469,1.0058,1.23177,0.000523148,0.000523148,0.000523148
29,1390.01,1.02879,1.02014,1.21664,0.80912,0.59109,0.68172,0.41874,1.19201,1.00045,1.21941,0.000516079,0.000516079,0.000516079
30,1437.5,1.03209,1.01766,1.21159,0.79984,0.59846,0.68886,0.42282,1.17663,0.98112,1.20527,0.000509011,0.000509011,0.000509011
31,1484.64,1.038,1.00843,1.2169,0.78862,0.61044,0.68921,0.42983,1.16446,0.97489,1.1966,0.000501942,0.000501942,0.000501942
32,1532.45,1.0197,0.98835,1.20464,0.80464,0.60873,0.69237,0.4265,1.1653,0.95956,1.18669,0.000494873,0.000494873,0.000494873
33,1579.33,1.00189,0.96807,1.19929,0.79194,0.62882,0.70491,0.43885,1.16169,0.94028,1.1831,0.000487805,0.000487805,0.000487805
34,1628.44,1.00833,0.98208,1.20435,0.80868,0.61062,0.69649,0.42777,1.19708,0.95449,1.20714,0.000480736,0.000480736,0.000480736
35,1677.03,1.00345,0.95853,1.19519,0.80378,0.62562,0.70906,0.44192,1.15005,0.89876,1.17717,0.000473668,0.000473668,0.000473668
36,1725.48,1.00331,0.95997,1.19462,0.80085,0.64516,0.71588,0.44751,1.14167,0.8906,1.175,0.000466599,0.000466599,0.000466599
37,1773.11,0.99664,0.93729,1.18859,0.81739,0.61961,0.70934,0.43614,1.17942,0.93994,1.19212,0.00045953,0.00045953,0.00045953
38,1820.35,1.00486,0.94381,1.19015,0.81228,0.63305,0.71099,0.44936,1.13432,0.90987,1.1722,0.000452462,0.000452462,0.000452462
39,1869.19,0.99321,0.93219,1.18011,0.80604,0.62422,0.71155,0.44567,1.13595,0.89118,1.16933,0.000445393,0.000445393,0.000445393
40,1917.54,0.97863,0.92916,1.18182,0.82314,0.62917,0.71497,0.44623,1.15443,0.90344,1.17477,0.000438325,0.000438325,0.000438325
41,1965.09,0.97674,0.90666,1.17095,0.8118,0.64239,0.7231,0.45326,1.14744,0.87815,1.17663,0.000431256,0.000431256,0.000431256
42,2013.28,0.9675,0.9015,1.17097,0.81698,0.64286,0.72532,0.4617,1.1147,0.84073,1.14964,0.000424187,0.000424187,0.000424187
43,2060.94,0.97022,0.88722,1.16937,0.80323,0.6531,0.72225,0.45152,1.13686,0.8708,1.17185,0.000417119,0.000417119,0.000417119
44,2108.45,0.9724,0.89863,1.17338,0.81612,0.65172,0.72404,0.45866,1.11758,0.84958,1.15586,0.00041005,0.00041005,0.00041005
45,2156.31,0.96003,0.87119,1.16121,0.82445,0.6543,0.73156,0.46653,1.10181,0.8343,1.13711,0.000402982,0.000402982,0.000402982
46,2205.82,0.9564,0.87472,1.16167,0.81916,0.65235,0.73224,0.46868,1.11061,0.83427,1.14774,0.000395913,0.000395913,0.000395913
47,2254.01,0.94355,0.86509,1.1599,0.83048,0.6528,0.73621,0.46567,1.11497,0.83379,1.15069,0.000388844,0.000388844,0.000388844
48,2301.69,0.94102,0.85807,1.153,0.82844,0.66065,0.73972,0.47061,1.09317,0.81384,1.13694,0.000381776,0.000381776,0.000381776
49,2349.88,0.95492,0.86375,1.15533,0.83749,0.65475,0.74026,0.47048,1.10397,0.82408,1.14185,0.000374707,0.000374707,0.000374707
50,2400.04,0.93771,0.85065,1.15283,0.82526,0.66118,0.74451,0.48109,1.0844,0.79473,1.13155,0.000367639,0.000367639,0.000367639
51,2449.82,0.94423,0.85017,1.15219,0.83776,0.6571,0.74281,0.47738,1.08241,0.81612,1.12845,0.00036057,0.00036057,0.00036057
52,2497.94,0.9353,0.84069,1.14665,0.82565,0.66315,0.74065,0.47354,1.10372,0.80523,1.14148,0.000353501,0.000353501,0.000353501
53,2546.38,0.92702,0.82515,1.13679,0.82188,0.66355,0.74194,0.47578,1.09902,0.79204,1.13739,0.000346433,0.000346433,0.000346433
54,2596.7,0.9195,0.82722,1.13638,0.83652,0.66311,0.74493,0.48096,1.07676,0.79208,1.12192,0.000339364,0.000339364,0.000339364
55,2645.03,0.92255,0.8191,1.13993,0.83476,0.66867,0.74985,0.48579,1.06488,0.77359,1.11398,0.000332296,0.000332296,0.000332296
56,2693.46,0.92362,0.82504,1.13489,0.84171,0.67565,0.75657,0.49026,1.06469,0.76886,1.11062,0.000325227,0.000325227,0.000325227
57,2742.42,0.91536,0.81636,1.13593,0.83536,0.66703,0.74735,0.48036,1.07849,0.77935,1.11625,0.000318158,0.000318158,0.000318158
58,2790.27,0.92155,0.82036,1.13495,0.84139,0.66345,0.7567,0.48941,1.06062,0.76974,1.11534,0.00031109,0.00031109,0.00031109
59,2838.69,0.91207,0.80225,1.13,0.83883,0.67642,0.7612,0.4947,1.06124,0.76091,1.10653,0.000304021,0.000304021,0.000304021
60,2887.1,0.89859,0.79981,1.12855,0.84099,0.67619,0.75756,0.4912,1.06752,0.76861,1.11461,0.000296953,0.000296953,0.000296953
61,2935.12,0.89665,0.7907,1.12373,0.84676,0.66623,0.75448,0.49363,1.05649,0.75962,1.10218,0.000289884,0.000289884,0.000289884
62,2982.76,0.89437,0.7843,1.12145,0.85952,0.67021,0.76042,0.49405,1.05896,0.74299,1.10197,0.000282815,0.000282815,0.000282815
63,3029.92,0.89832,0.79353,1.12743,0.84498,0.68014,0.76396,0.49788,1.05417,0.74287,1.10132,0.000275747,0.000275747,0.000275747
64,3079.24,0.89353,0.78256,1.12287,0.84529,0.67251,0.7598,0.49633,1.05992,0.75467,1.10615,0.000268678,0.000268678,0.000268678
65,3127.33,0.88116,0.7687,1.11169,0.84952,0.67893,0.76448,0.49923,1.04552,0.73868,1.09407,0.00026161,0.00026161,0.00026161
66,3175.61,0.88662,0.77044,1.11528,0.85181,0.67872,0.76549,0.49982,1.05279,0.74144,1.10504,0.000254541,0.000254541,0.000254541
67,3223.83,0.87783,0.77288,1.11292,0.85013,0.68021,0.7659,0.50422,1.0386,0.72689,1.09626,0.000247472,0.000247472,0.000247472
68,3272.01,0.86927,0.7631,1.10969,0.86841,0.67414,0.76739,0.50776,1.03071,0.72936,1.08975,0.000240404,0.000240404,0.000240404
69,3320.22,0.87399,0.76613,1.1096,0.85124,0.68533,0.76908,0.50731,1.02926,0.72304,1.09163,0.000233335,0.000233335,0.000233335
70,3369.25,0.87422,0.76534,1.11287,0.84209,0.68845,0.76677,0.50656,1.03218,0.72242,1.08761,0.000226267,0.000226267,0.000226267
71,3417.61,0.87668,0.75662,1.11016,0.84812,0.688,0.77106,0.51175,1.02209,0.70914,1.08329,0.000219198,0.000219198,0.000219198
72,3466.27,0.855,0.74081,1.09947,0.86131,0.68311,0.76966,0.50562,1.03893,0.72211,1.09658,0.000212129,0.000212129,0.000212129
73,3514.06,0.85922,0.74415,1.10003,0.85483,0.68891,0.7722,0.50594,1.04632,0.71831,1.09568,0.000205061,0.000205061,0.000205061
74,3562.84,0.86355,0.74491,1.10117,0.85619,0.68786,0.7731,0.51048,1.02323,0.71341,1.07886,0.000197992,0.000197992,0.000197992
75,3611.85,0.85187,0.73227,1.09584,0.86526,0.68877,0.77388,0.51153,1.02438,0.70713,1.0854,0.000190924,0.000190924,0.000190924
76,3659.92,0.85782,0.73842,1.1049,0.86375,0.68974,0.77169,0.51288,1.01608,0.70781,1.08038,0.000183855,0.000183855,0.000183855
77,3709.27,0.85465,0.73595,1.09348,0.86341,0.69469,0.77568,0.50955,1.03741,0.70601,1.09852,0.000176786,0.000176786,0.000176786
78,3757.72,0.84835,0.72634,1.09412,0.85645,0.69839,0.77746,0.51685,1.00905,0.69297,1.07648,0.000169718,0.000169718,0.000169718
79,3807.08,0.85294,0.72917,1.09342,0.87488,0.68588,0.77742,0.51575,1.00858,0.68915,1.07531,0.000162649,0.000162649,0.000162649
80,3855.12,0.84097,0.71317,1.08978,0.87222,0.68229,0.77527,0.5164,1.01023,0.69272,1.07634,0.000155581,0.000155581,0.000155581
81,3902.26,0.84426,0.71432,1.08995,0.86501,0.69768,0.77969,0.51815,1.00798,0.68609,1.0753,0.000148512,0.000148512,0.000148512
82,3950.15,0.83634,0.71076,1.08908,0.85287,0.69867,0.77936,0.52093,0.99979,0.68412,1.06771,0.000141443,0.000141443,0.000141443
83,3997.54,0.83307,0.7112,1.08685,0.85289,0.70009,0.77892,0.51873,1.00654,0.68619,1.07281,0.000134375,0.000134375,0.000134375
84,4045.32,0.83148,0.70683,1.08576,0.86706,0.69783,0.78138,0.5209,1.0083,0.68632,1.07399,0.000127306,0.000127306,0.000127306
85,4092.74,0.83456,0.70573,1.08118,0.85876,0.7016,0.78222,0.52285,0.99442,0.67461,1.0693,0.000120238,0.000120238,0.000120238
86,4141.21,0.82171,0.69132,1.0837,0.88344,0.68814,0.78311,0.52152,1.0016,0.682,1.07143,0.000113169,0.000113169,0.000113169
87,4188.31,0.82914,0.70596,1.08411,0.86298,0.70152,0.78359,0.5228,1.00018,0.67641,1.07317,0.0001061,0.0001061,0.0001061
88,4235.7,0.81692,0.68801,1.07804,0.86287,0.7007,0.78373,0.52166,0.99822,0.67235,1.06937,9.90318e-05,9.90318e-05,9.90318e-05
89,4283.01,0.81437,0.68723,1.07279,0.85715,0.70234,0.78379,0.52672,0.98836,0.67086,1.06429,9.19632e-05,9.19632e-05,9.19632e-05
90,4330.22,0.80926,0.68283,1.07029,0.85997,0.7019,0.78053,0.52262,0.99899,0.67515,1.06798,8.48946e-05,8.48946e-05,8.48946e-05
91,4378.73,0.83674,0.63718,1.08242,0.86367,0.68993,0.77319,0.51551,1.00634,0.69057,1.07398,7.7826e-05,7.7826e-05,7.7826e-05
92,4423.97,0.81304,0.60543,1.07101,0.85331,0.70401,0.77992,0.52471,0.98654,0.67155,1.06478,7.07574e-05,7.07574e-05,7.07574e-05
93,4469.03,0.80611,0.59815,1.06652,0.8691,0.69624,0.78084,0.52391,0.98854,0.67161,1.06511,6.36888e-05,6.36888e-05,6.36888e-05
94,4514.64,0.7983,0.58788,1.05708,0.8591,0.70037,0.78132,0.5266,0.98454,0.66772,1.06072,5.66202e-05,5.66202e-05,5.66202e-05
95,4560.5,0.79226,0.5841,1.05476,0.86319,0.69747,0.78206,0.52814,0.98306,0.6649,1.06291,4.95516e-05,4.95516e-05,4.95516e-05
96,4606.18,0.7908,0.57937,1.0568,0.87041,0.69365,0.78033,0.52681,0.982,0.66208,1.06149,4.2483e-05,4.2483e-05,4.2483e-05
97,4651.64,0.7881,0.57668,1.0555,0.87174,0.69756,0.78282,0.52902,0.9797,0.65962,1.06076,3.54144e-05,3.54144e-05,3.54144e-05
98,4699.4,0.78782,0.58021,1.05724,0.8698,0.69749,0.78323,0.53109,0.97515,0.65525,1.05788,2.83458e-05,2.83458e-05,2.83458e-05
99,4745.57,0.778,0.57129,1.05005,0.86918,0.70227,0.78405,0.53042,0.97496,0.65701,1.05738,2.12772e-05,2.12772e-05,2.12772e-05
100,4791.64,0.77165,0.56586,1.04529,0.86567,0.7025,0.78333,0.53063,0.97319,0.65675,1.05547,1.42086e-05,1.42086e-05,1.42086e-05
